partner_name,url_slug,full_url,date_scraped,partner_website,portal_detected,portal_type,portal_url,owner_portal_type,owner_portal_url,detection_method,date_portal_detected
Kingdom Properties,kingdom,https://www.secondnature.com/property-management/kingdom,2026-05-25,http://www.8kingproperty.com/,true,AppFolio,https://account.appfolio.com/realms/foliospace/protocol/openid-connect/auth?client_id=account&redirect_uri=https%3A%2F%2Faccount.appfolio.com%2Frealms%2Ffoliospace%2Faccount%2Flogin-redirect?path%3Dsessions&state=0%2Fa7df6c4c-624a-48a5-bba3-949d07e2c41f&response_type=code&scope=openid,,,pay rent (link),2026-05-25
Kingman Premier Properties,kingman-premier,https://www.secondnature.com/property-management/kingman-premier,2026-05-25,http://kingmanpremierproperties.com/,true,Buildium,http://kingmanpremierproperties.com/,,,page source scan,2026-05-25
Legacy Property Management,legacy,https://www.secondnature.com/property-management/legacy,2026-05-25,,false,Confirmed None,,,,no website found,
The Property Place,property-place,https://www.secondnature.com/property-management/property-place,2026-05-25,http://propertyplacedickson.com/,true,AppFolio,https://propertyplace.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.propertyplacedickson.com/owner-statement,pay rent (link),2026-05-25
Re/Max Real Estate Services,remax-res,https://www.secondnature.com/property-management/remax-res,2026-05-25,http://www.snyderproperty.com/,true,AppFolio,https://snyderprop.appfolio.com/connect/users/sign_in,AppFolio,https://www.snyderproperty.com/owners,pay rent (link),2026-05-25
RMI Realty Group,rmi-realty,https://www.secondnature.com/property-management/rmi-realty,2026-05-25,http://www.rmirealtygroup.com/,true,AppFolio,https://rmirealty.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.rmirealtygroup.com/owner/owner-statement,pay rent (link),2026-05-25
SOS Homes,sos-homes,https://www.secondnature.com/property-management/sos-homes,2026-05-25,http://sos-homes.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Wolfe Property Management,wolfe,https://www.secondnature.com/property-management/wolfe,2026-05-25,http://wolfepropertymanagement.com/,true,AppFolio,https://wolfepm.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.wolfepropertymanagement.com/owners,pay rent (link),2026-05-25
Blackstone Partners,blackstone-partners,https://www.secondnature.com/property-management/blackstone-partners,2026-06-08,http://www.batonrougepropertiesonline.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Crown Key Realty & Property Management,ckrpm,https://www.secondnature.com/property-management/ckrpm,2026-06-08,http://www.ckrpm.com/,true,AppFolio,https://crownkeyrealtyinc.appfolio.com/connect/users/sign_in,,,pay rent (link),2026-06-08
Countryside Property Management - Clovis,countrysideclovis,https://www.secondnature.com/property-management/countrysideclovis,2026-06-08,http://www.countrysidepm.com/,true,AppFolio,https://countryside.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.countrysidepm.com/owners,pay rent (link),2026-06-08
Countryside Property Management - Modesto,countrysidemodesto,https://www.secondnature.com/property-management/countrysidemodesto,2026-06-08,http://www.countrysidepm.com/,true,AppFolio,https://countryside.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.countrysidepm.com/owners,pay rent (link),2026-06-08
Countryside Property Management - Sacramento,countrysidesacramento,https://www.secondnature.com/property-management/countrysidesacramento,2026-06-08,http://www.countrysidepm.com/,true,AppFolio,https://countryside.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.countrysidepm.com/owners,pay rent (link),2026-06-08
Innovative Property Solutions,innovative,https://www.secondnature.com/property-management/innovative,2026-06-08,http://www.innovativepropertysolutionsnc.com/,true,AppFolio,https://ipsnc.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,AppFolio,https://www.innovativepropertysolutionsnc.com/owners,pay rent (link),2026-06-08
Maselle and Associates,maselle-and-associates,https://www.secondnature.com/property-management/maselle-and-associates,2026-06-08,http://www.rentdoorms.com/,true,AppFolio,https://bobleighassociates.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.rentdoorms.com/owner-statement,pay rent (link),2026-06-08
MH Property Group,mhpg,https://www.secondnature.com/property-management/mhpg,2026-06-08,http://www.mhpropertygroup.net/about,true,Rentvine,https://mhpropertygroup.rentvine.com/portals/resident/,Rentvine,https://www.mhpropertygroup.net/owners,tenant portal (link),2026-06-08
MZ Homes,mz-homes,https://www.secondnature.com/property-management/mz-homes,2026-06-08,http://mzhomesnc.com/,false,Error,,,,site unreachable,
PMI - Broadway Management,pmi-broadwaymgt,https://www.secondnature.com/property-management/pmi-broadwaymgt,2026-06-08,http://www.pmibroadwaymgt.com/,true,Rentvine,https://broadwaymgt.rentvine.com/portals/resident,,,resident login (link),2026-06-08
Swann Realty Partners,swann,https://www.secondnature.com/property-management/swann,2026-06-08,http://swann-realty.com/,true,AppFolio,https://swann.appfolio.com/connect/users/sign_in,AppFolio,https://swann.appfolio.com/oportal/users/log_in,tenant portal (link),2026-06-08
Bridge Property Management Group LLC,bridge,https://www.secondnature.com/property-management/bridge,2026-06-22,http://bpmg.us/,true,Rentec Direct,http://bpmg.us/,,,page source scan,2026-06-22
Cedar Valley Rentals,cedar-valley,https://www.secondnature.com/property-management/cedar-valley,2026-06-22,http://rentcedarvalley.com/,true,AppFolio,https://www.rentcedarvalley.com/tenant-portal/,,,tenant portal (link) (content match),2026-06-22
Cotton Real Estate,cotton,https://www.secondnature.com/property-management/cotton,2026-06-22,http://www.cottonrealestate.com/,true,Likely: cottonrealestate.com,https://www.cottonrealestate.com/pay-rent-online/,,,pay rent online — unidentified portal,2026-06-22
Dwell Property Management,dwell,https://www.secondnature.com/property-management/dwell,2026-06-22,http://www.dwelleugene.com/,true,AppFolio,https://dwelleugene.appfolio.com/connect/users/sign_in,AppFolio,https://dwelleugene.appfolio.com/connect/users/sign_in,tenant login (link),2026-06-22
HPW Rentals Powered By Carolina First,hpw,https://www.secondnature.com/property-management/hpw,2026-06-22,http://hpwrentals.com/,true,AppFolio,https://account.appfolio.com/realms/foliospace/protocol/openid-connect/auth?activation_state&client_id=client-b01beeebea5eae4d0e1a3ac81e6da4bd6a81ad54&portfolio_uuid&redirect_uri=https://howardperryandwalstonrealty.appfolio.com/connect/users/oauth/callback&response_type=code&scope=openid%20offline_access&session_timed_out=false&state,,,tenant login (link),2026-06-22
Income Realty Corporation,income-realty,https://www.secondnature.com/property-management/income-realty,2026-06-22,http://www.incomerealty.net/,true,Buildium,https://incomerealtycorp.managebuilding.com/Resident/portal/login,Buildium,https://incomerealtycorp.managebuilding.com/Resident/portal/login,tenant login (link),2026-06-22
Iron Gate Property Management LLC,iron-gate,https://www.secondnature.com/property-management/iron-gate,2026-06-22,http://irongate-pm.com/,true,AppFolio,https://irongatepropertymanagement.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.irongate-pm.com/#OWNERS,pay rent (link),2026-06-22
La Gioconda Real Estate,la-gioconda,https://www.secondnature.com/property-management/la-gioconda,2026-06-22,http://lagiocondarealestate.com/,true,Likely: lagiocondarealestate.com,https://lagiocondarealestate.com/#,,,login — unidentified portal,2026-06-22
Pearson Management Group LLC DBA Chitwood Pearson Management & Brokerage,pearson,https://www.secondnature.com/property-management/pearson,2026-06-22,http://www.chitwoodpearson.com/,true,AppFolio,http://www.chitwoodpearson.com/,AppFolio,https://chitwoodpearsonmgmtandbkg.appfolio.com/,page source scan,2026-06-22
Property Management Inc - Bridger View,pmi-bridger-view,https://www.secondnature.com/property-management/pmi-bridger-view,2026-06-22,http://pmibridgerview.com/,false,Confirmed None,,,,exhaustive check — no portal found,
Red Rooster Property Management,red-rooster,https://www.secondnature.com/property-management/red-rooster,2026-06-22,http://redroosterpm.com/,true,Rent Manager,https://redroosterpm.com/tenants/pay-rent/,Rent Manager,https://redroosterpm.com/owners/,pay rent (link) (content match),2026-06-22
Shoe Realty,shoe-realty,https://www.secondnature.com/property-management/shoe-realty,2026-06-22,http://shoerealty.com/,true,Rentvine,https://shoerealty.rentvine.com/portals/resident/,Rentvine,https://shoerealty.rentvine.com/portals/resident/,tenant login (link),2026-06-22
Stellar Management Services LLC,stellar,https://www.secondnature.com/property-management/stellar,2026-06-22,http://www.stellar-mgmt.com/,true,AppFolio,http://www.stellar-mgmt.com/,,,page source scan,2026-06-22
The Boutique Property Management Group,the-boutique,https://www.secondnature.com/property-management/the-boutique,2026-06-22,http://theboutiquerealestategroup.com/,false,Confirmed None,,,,exhaustive check — no portal found,
505 Housing LLC,505-housing,https://www.secondnature.com/property-management/505-housing,2026-07-06,http://505hpm.com/,true,AppFolio,https://account.appfolio.com/realms/foliospace/protocol/openid-connect/auth?activation_state&client_id=client-e581a041-f3b8-4cab-90c5-c36eec4e0bbb&portfolio_uuid&redirect_uri=https%3A%2F%2Ffivezerofivehousing.appfolio.com%2Fconnect%2Fusers%2Foauth%2Fcallback&response_type=code&scope=openid+offline_access&session_timed_out=false&state,,,tenant portal (link),2026-07-06
Good Neighbor Properties KY,good-neighbor-ky,https://www.secondnature.com/property-management/good-neighbor-ky,2026-07-06,http://stephaniemason.simpler.realestate/,true,AppFolio,https://www.appfolio.com/help/online-portal,AppFolio,https://www.appfolio.com/help/owner,resident portal faq (link),2026-07-06
Landbank Realty & Property Management,landbank,https://www.secondnature.com/property-management/landbank,2026-07-06,http://www.landbank.us/,true,AppFolio,https://landbankcorp.appfolio.com/connect/users/sign_in,,,apply online (link),2026-07-06
My New Rental,my-new-rental,https://www.secondnature.com/property-management/my-new-rental,2026-07-06,http://mynewrental.com/,true,AppFolio,https://mynewrental.appfolio.com/connect/users/sign_in,AppFolio,https://mynewrental.appfolio.com/oportal/users/log_in,resident login (link),2026-07-06
PMI Imagine NWA,pmi-imagine-nwa,https://www.secondnature.com/property-management/pmi-imagine-nwa,2026-07-06,http://www.bentonvillepropertymanagementinc.com/,true,Rentvine,https://pmi-imaginenwa.rentvine.com/portals/resident,,,resident login (link),2026-07-06
AG Homes,ag-homes,https://www.secondnature.com/property-management/ag-homes,2026-07-13,http://www.aghomesokc.com/login,true,AppFolio,https://aspirongroup.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=tportal_login,AppFolio,https://www.aghomesokc.com/owners,log in (link),2026-07-13
AMRR Property Management LLC,amrr,https://www.secondnature.com/property-management/amrr,2026-07-13,http://www.amrrpm.com/,true,AppFolio,https://amrrpm.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://www.amrrpm.com/owners,pay rent (link),2026-07-13
Fallbrook Village LP,fallbrook-village,https://www.secondnature.com/property-management/fallbrook-village,2026-07-13,http://saltandvineapts.com/,true,Yardi,https://www.rentcafe.com/onlineleasing/apartmentsforrent/oleapplication.aspx?propleadsource_1806153=rentcafe&stepname=Apartments&myOlePropertyId=1806153,,,apply (link),2026-07-13
"Frank Moore & Co, LLC",frank-moore,https://www.secondnature.com/property-management/frank-moore,2026-07-13,http://www.frankmooreco.com/,true,AppFolio,https://www.frankmooreco.com/login-2,,,login/sign up (link) (content match),2026-07-13
Fulcrum Property Management,fulcrum,https://www.secondnature.com/property-management/fulcrum,2026-07-13,http://fulcrumpm.net/,true,AppFolio,https://fulcrumpm.appfolio.com/connect/users/sign_in,,,resident login (link),2026-07-13
"Grand Realty, Inc",grand-realty,https://www.secondnature.com/property-management/grand-realty,2026-07-13,http://www.grandrealty.net/,true,Rentvine,https://grandrealty.rentvine.com/portals/resident/,Rentvine,https://grandrealty.rentvine.com/portals/owner/,resident portal (link),2026-07-13
Heirloom Property Management,heirloom,https://www.secondnature.com/property-management/heirloom,2026-07-13,http://www.rentwithheirloom.com/,true,AppFolio,https://heirloompm.appfolio.com/connect/users/sign_in,AppFolio,https://heirloompm.appfolio.com/oportal/users/log_in,tenants (link),2026-07-13
Keaty Real Estate Property Management,keaty,https://www.secondnature.com/property-management/keaty,2026-07-13,http://www.keatyrealestatepropertymanagement.com/,true,AppFolio,https://keatyrealestate.appfolio.com/connect/users/sign_in?a=cw&utm_source=apmsites_v3&utm_campaign=pay_rent_button,AppFolio,https://keatyrealestate.appfolio.com/oportal,pay rent (link),2026-07-13
